id,address,price,area_sqm,rooms,is_new_building,has_balcony,no_commission,has_terrace,is_furnished,is_social_housing,district
6879f403d04d6bc8fd3ef134,1140 Wien,1751.2,75.34,2.0,0,0,1,1,0,0,1140
6879f015d04d6bc8fd3ee9b6,"Herndlgasse, 1100 Wien",950.0,56.0,2.0,0,0,1,1,0,0,1100
6879ec98d04d6bc8fd3ee57f,1190 Wien,1431.38,63.76,2.0,0,1,1,0,0,0,1190
68a1790714b48b707555519c,1220 Wien,1110.0,45.0,2.0,0,0,1,0,0,0,1220
68a1790714b48b707555519f,1220 Wien,1090.0,46.0,2.0,0,0,1,0,0,0,1220
68a179070feb394546308687,1220 Wien,1090.0,46.0,2.0,0,0,1,0,0,0,1220
6879cc4bd04d6bc8fd3ecd13,1010 Wien,2329.07,92.73,3.0,0,0,1,0,0,0,1010
668e7acab7ece8c1dfa96383,"1060 Wien,Mariahilf",11015.53,185.0,4.0,0,0,1,1,0,0,1060
68b5c253354157c29e98dbc5,"Steinfeldgasse, 1190 Wien",1990.0,94.45,3.0,0,0,1,1,0,0,1190
68adb63255c9a98f863feaac,1060 Wien,1688.42,76.91,3.0,0,0,1,0,0,0,1060
6879a59fd04d6bc8fd3db720,"Schönbrunner Straße, 1050 Wien,Margareten",1435.0,46.03,2.0,0,0,1,1,0,0,1050
6879a5a3d04d6bc8fd3db75c,1220 Wien,1731.1,63.41,3.0,0,1,1,1,0,0,1220
6879a5a4d04d6bc8fd3db777,1010 Wien,1961.68,85.75,4.0,0,0,1,0,0,0,1010
6879a59cd04d6bc8fd3db6f3,"Apollogasse, 1070 Wien",1650.0,52.48,2.0,0,0,1,1,0,0,1070
6879a59d1b7dd9e5fe7146a2,"Apollogasse, 1070 Wien",1650.0,52.48,2.0,0,0,1,1,0,0,1070
68bd21e22c46db3d0d567766,1210 Wien,1591.79,107.49,4.0,0,0,1,1,0,0,1210
687920921b7dd9e5fe70bad1,"1130 Wien,Hietzing",2497.0,135.4,4.0,0,0,1,0,0,0,1130
687920911b7dd9e5fe70bace,1070 Wien,1695.0,73.52,3.0,0,0,1,0,0,0,1070
6747b6e06e26be3c2df46620,"Podhagskygasse 12, 1220 Wien",1099.0,53.84,2.0,0,1,1,0,0,0,1220
6747b6e06e26be3c2df4661d,"Podhagskygasse 12, 1220 Wien",1099.0,53.88,2.0,0,1,1,0,0,0,1220
6747b6e01d5e83a7f09a773d,"Podhagskygasse 12, 1220 Wien",1499.0,72.66,3.0,0,1,1,1,0,0,1220
6878e5371b7dd9e5fe707c4b,"Leibnizgasse, 1100 Wien",790.0,47.0,2.0,0,0,1,0,0,0,1100
6878e4231b7dd9e5fe70790f,"Stock im Weg 3, 1130 Wien",2045.58,82.45,4.0,0,0,1,1,0,0,1130
